,train_cohort,test_cohort,ROC,PRC,F1,ACC,MCC,mode,best_C,transfer,test_cohort_RGC,positive_transfer,negative_transfer
0,Allen,Choueiri,0.7692307692307693,0.5323412698412698,0.4,0.4375,0.2773500981126145,NFT,,Allen$\mapsto$Choueiri,0.6953125,False,True
1,Allen,Gide,0.7234848484848484,0.7235272112830128,0.4745762711864406,0.5753424657534246,0.2251337707237686,NFT,,Allen$\mapsto$Gide,0.5045974854569337,True,False
2,Allen,Hugo,0.3392857142857143,0.4196934685845662,0.4827586206896552,0.4230769230769231,-0.1681749930365043,NFT,,Allen$\mapsto$Hugo,0.5029585798816568,False,True
3,Allen,IMVigor210,0.5653452685421996,0.2867463719470905,0.3917525773195875,0.6040268456375839,0.149696395380869,NFT,,Allen$\mapsto$IMVigor210,0.6477636142516103,False,True
4,Allen,IMmotion150,0.5559116809116809,0.3217027498683907,0.4217687074829932,0.4848484848484848,0.0599243746255562,NFT,,Allen$\mapsto$IMmotion150,0.5874380165289257,False,True
5,Allen,Kim,0.8080808080808081,0.5637880461990369,0.4782608695652174,0.4666666666666667,0.2260663167787616,NFT,,Allen$\mapsto$Kim,0.6088888888888889,False,True
6,Allen,Liu,0.6031042128603104,0.4776441339699464,0.3384615384615385,0.5981308411214953,0.0831282706568158,NFT,,Allen$\mapsto$Liu,0.5272949602585378,True,False
7,Allen,Freeman,0.678030303030303,0.6025540460451131,0.5925925925925926,0.6764705882352942,0.3354002900991854,NFT,,Allen$\mapsto$Freeman,0.5432525951557093,True,False
8,Allen,Miao,0.4166666666666667,0.2389943389943389,0.0,0.3529411764705882,-0.4767312946227961,NFT,,Allen$\mapsto$Miao,0.5847750865051904,False,True
9,Allen,Riaz,0.4707317073170731,0.2643229308184438,0.3428571428571428,0.5490196078431373,0.1084774381916483,NFT,,Allen$\mapsto$Riaz,0.6847366397539408,False,True
10,Allen,Rose,0.5599315068493151,0.2568036537864038,0.3389830508474576,0.5617977528089888,0.1328974978991366,NFT,,Allen$\mapsto$Rose,0.7050877414467871,False,True
11,Allen,Ravi-1,0.4021381578947368,0.3041285538485687,0.5217391304347826,0.3529411764705882,-0.1835325870964494,NFT,,Allen$\mapsto$Ravi-1,0.532487504805844,False,True
12,Allen,Ravi-2,0.5367647058823529,0.3325508172383172,0.4375,0.28,-0.2975595178559521,NFT,,Allen$\mapsto$Ravi-2,0.5648000000000001,False,True
13,Allen,Snyder,0.4693877551020408,0.2922258297258297,0.2857142857142857,0.5238095238095238,-0.0714285714285714,NFT,,Allen$\mapsto$Snyder,0.5555555555555555,False,True
14,Allen,Zhao,0.6948051948051948,0.61297155102023,0.7200000000000001,0.72,0.461038961038961,NFT,,Allen$\mapsto$Zhao,0.5072000000000001,True,False
15,Choueiri,Allen,0.5088757396449703,0.4486383649933535,0.0,0.6666666666666666,0.0,NFT,,Choueiri$\mapsto$Allen,0.5555555555555556,True,False
16,Choueiri,Gide,0.5446969696969698,0.5857794629578458,0.0,0.4520547945205479,0.0,NFT,,Choueiri$\mapsto$Gide,0.5045974854569337,False,True
17,Choueiri,Hugo,0.3273809523809524,0.4800779210512302,0.0,0.4615384615384615,0.0,NFT,,Choueiri$\mapsto$Hugo,0.5029585798816568,False,True
18,Choueiri,IMVigor210,0.5298593350383632,0.2604795548574853,0.1066666666666666,0.7751677852348994,0.1268525300147936,NFT,,Choueiri$\mapsto$IMVigor210,0.6477636142516103,True,False
19,Choueiri,IMmotion150,0.4218304843304843,0.244206541383682,0.037037037037037,0.6848484848484848,-0.0531394890850523,NFT,,Choueiri$\mapsto$IMmotion150,0.5874380165289257,True,False
20,Choueiri,Kim,0.4545454545454545,0.2290504173705986,0.0,0.7111111111111111,-0.0909090909090909,NFT,,Choueiri$\mapsto$Kim,0.6088888888888889,True,False
21,Choueiri,Liu,0.5997782705099779,0.5257164830090713,0.0930232558139534,0.6355140186915887,0.1751057420701084,NFT,,Choueiri$\mapsto$Liu,0.5272949602585378,True,False
22,Choueiri,Freeman,0.6666666666666666,0.5214227788273716,0.1333333333333333,0.6176470588235294,-0.0127639930177913,NFT,,Choueiri$\mapsto$Freeman,0.5432525951557093,True,False
23,Choueiri,Miao,0.3833333333333333,0.3885943223443223,0.0,0.7058823529411765,0.0,NFT,,Choueiri$\mapsto$Miao,0.5847750865051904,True,False
24,Choueiri,Riaz,0.4926829268292683,0.179337959919162,0.0,0.7647058823529411,-0.0997757565385111,NFT,,Choueiri$\mapsto$Riaz,0.6847366397539408,True,False
25,Choueiri,Rose,0.5222602739726028,0.1722160800740016,0.0,0.8089887640449438,-0.0499065128505949,NFT,,Choueiri$\mapsto$Rose,0.7050877414467871,True,False
26,Choueiri,Ravi-1,0.4379111842105262,0.3858254692093863,0.125,0.5882352941176471,-0.0494716073253145,NFT,,Choueiri$\mapsto$Ravi-1,0.532487504805844,True,False
27,Choueiri,Ravi-2,0.3455882352941176,0.242843365238245,0.1428571428571428,0.52,-0.1847166127834302,NFT,,Choueiri$\mapsto$Ravi-2,0.5648000000000001,False,True
28,Choueiri,Snyder,0.4795918367346938,0.4467329846918524,0.3636363636363636,0.6666666666666666,0.1714985851425088,NFT,,Choueiri$\mapsto$Snyder,0.5555555555555555,True,False
29,Choueiri,Zhao,0.5974025974025974,0.4784377215491766,0.0,0.56,0.0,NFT,,Choueiri$\mapsto$Zhao,0.5072000000000001,True,False
30,Gide,Allen,0.6301775147928994,0.5295687431722992,0.4242424242424242,0.5128205128205128,0.0362738125055005,NFT,,Gide$\mapsto$Allen,0.5555555555555556,False,True
31,Gide,Choueiri,0.7435897435897436,0.2823412698412698,0.3333333333333333,0.25,0.1240347345892084,NFT,,Gide$\mapsto$Choueiri,0.6953125,False,True
32,Gide,Hugo,0.4345238095238095,0.4815162649034373,0.6285714285714286,0.5,-0.0602338601936834,NFT,,Gide$\mapsto$Hugo,0.5029585798816568,False,True
33,Gide,IMVigor210,0.5952685421994885,0.3505907723513083,0.3862660944206008,0.5201342281879194,0.1182110154187547,NFT,,Gide$\mapsto$IMVigor210,0.6477636142516103,False,True
34,Gide,IMmotion150,0.5753205128205128,0.3416145089897492,0.4522613065326633,0.3393939393939394,0.0513697231682718,NFT,,Gide$\mapsto$IMmotion150,0.5874380165289257,False,True
35,Gide,Kim,0.7702020202020202,0.4944981064045708,0.4313725490196078,0.3555555555555555,0.0886968593983624,NFT,,Gide$\mapsto$Kim,0.6088888888888889,False,True
36,Gide,Liu,0.61529933481153,0.4671209623923188,0.4691358024691358,0.5981308411214953,0.1459356030977843,NFT,,Gide$\mapsto$Liu,0.5272949602585378,True,False
37,Gide,Freeman,0.6439393939393939,0.554044272336039,0.5,0.5294117647058824,0.1176979772672999,NFT,,Gide$\mapsto$Freeman,0.5432525951557093,False,True
38,Gide,Miao,0.2666666666666666,0.1982016594516594,0.3333333333333333,0.2941176470588235,-0.2506402059138015,NFT,,Gide$\mapsto$Miao,0.5847750865051904,False,True
39,Gide,Riaz,0.4878048780487805,0.2134658617326607,0.326530612244898,0.3529411764705882,0.0410920350809245,NFT,,Gide$\mapsto$Riaz,0.6847366397539408,False,True
40,Gide,Rose,0.6292808219178082,0.2425341923956352,0.2988505747126437,0.3146067415730337,0.017188281054114,NFT,,Gide$\mapsto$Rose,0.7050877414467871,False,True
41,Gide,Ravi-1,0.5505756578947368,0.4308079721048554,0.5263157894736842,0.3823529411764705,-0.0314533844561682,NFT,,Gide$\mapsto$Ravi-1,0.532487504805844,False,True
42,Gide,Ravi-2,0.4779411764705882,0.3207163899295242,0.3703703703703703,0.32,-0.2168412410935919,NFT,,Gide$\mapsto$Ravi-2,0.5648000000000001,False,True
43,Gide,Snyder,0.5204081632653061,0.332997237356481,0.2222222222222222,0.6666666666666666,0.1147078669352808,NFT,,Gide$\mapsto$Snyder,0.5555555555555555,True,False
44,Gide,Zhao,0.5844155844155845,0.5313741303185312,0.5882352941176471,0.44,-0.0356436342391318,NFT,,Gide$\mapsto$Zhao,0.5072000000000001,False,True
45,Hugo,Allen,0.408284023668639,0.3448184215206254,0.1904761904761905,0.5641025641025641,-0.0898026510133874,NFT,,Hugo$\mapsto$Allen,0.5555555555555556,True,False
46,Hugo,Choueiri,0.2564102564102564,0.1202110389610389,0.0,0.75,-0.1240347345892084,NFT,,Hugo$\mapsto$Choueiri,0.6953125,True,False
47,Hugo,Gide,0.3681818181818181,0.4484789949883557,0.2142857142857142,0.3972602739726027,-0.1841055940218355,NFT,,Hugo$\mapsto$Gide,0.5045974854569337,False,True
48,Hugo,IMVigor210,0.4125959079283887,0.1838631807345079,0.0869565217391304,0.6476510067114094,-0.1255957265991543,NFT,,Hugo$\mapsto$IMVigor210,0.6477636142516103,False,True
49,Hugo,IMmotion150,0.44747150997151,0.2645776786896449,0.037037037037037,0.6848484848484848,-0.0531394890850523,NFT,,Hugo$\mapsto$IMmotion150,0.5874380165289257,True,False
50,Hugo,Kim,0.3434343434343434,0.2001263007921878,0.125,0.6888888888888889,-0.0117720402337002,NFT,,Hugo$\mapsto$Kim,0.6088888888888889,True,False
51,Hugo,Liu,0.3987435328898743,0.3287327092224648,0.3181818181818182,0.4392523364485981,-0.1552990653179702,NFT,,Hugo$\mapsto$Liu,0.5272949602585378,False,True
52,Hugo,Freeman,0.4242424242424242,0.2942305465259013,0.3333333333333333,0.4117647058823529,-0.1668244202908771,NFT,,Hugo$\mapsto$Freeman,0.5432525951557093,False,True
53,Hugo,Miao,0.45,0.2498358585858585,0.0,0.7058823529411765,0.0,NFT,,Hugo$\mapsto$Miao,0.5847750865051904,True,False
54,Hugo,Riaz,0.5682926829268293,0.3328419380405558,0.3448275862068966,0.6274509803921569,0.1301876053248966,NFT,,Hugo$\mapsto$Riaz,0.6847366397539408,False,True
55,Hugo,Rose,0.4905821917808219,0.2170311685129907,0.1111111111111111,0.8202247191011236,0.1264383472083542,NFT,,Hugo$\mapsto$Rose,0.7050877414467871,True,False
56,Hugo,Ravi-1,0.5682565789473684,0.4581383979070962,0.1428571428571428,0.6470588235294118,0.1577233170360112,NFT,,Hugo$\mapsto$Ravi-1,0.532487504805844,True,False
57,Hugo,Ravi-2,0.5514705882352942,0.4585590014037651,0.3333333333333333,0.68,0.1684082674271519,NFT,,Hugo$\mapsto$Ravi-2,0.5648000000000001,True,False
58,Hugo,Snyder,0.6224489795918366,0.4074272016498907,0.0,0.6190476190476191,-0.1581138830084189,NFT,,Hugo$\mapsto$Snyder,0.5555555555555555,True,False
59,Hugo,Zhao,0.2272727272727272,0.3123005337180743,0.1538461538461538,0.56,0.0356436342391318,NFT,,Hugo$\mapsto$Zhao,0.5072000000000001,True,False
60,IMVigor210,Allen,0.6213017751479291,0.51644019282194,0.5365853658536585,0.5128205128205128,0.201455741006345,NFT,,IMVigor210$\mapsto$Allen,0.5555555555555556,False,True
61,IMVigor210,Choueiri,0.7179487179487181,0.254563492063492,0.4444444444444444,0.6875,0.289414380708153,NFT,,IMVigor210$\mapsto$Choueiri,0.6953125,False,True
62,IMVigor210,Gide,0.6954545454545454,0.753117147960208,0.7111111111111111,0.6438356164383562,0.2727114619922974,NFT,,IMVigor210$\mapsto$Gide,0.5045974854569337,True,False
63,IMVigor210,Hugo,0.4166666666666667,0.4870932041771704,0.5454545454545454,0.4230769230769231,-0.2140767569329586,NFT,,IMVigor210$\mapsto$Hugo,0.5029585798816568,False,True
64,IMVigor210,IMmotion150,0.615562678062678,0.3756582842332888,0.4552845528455284,0.593939393939394,0.1656665147579944,NFT,,IMVigor210$\mapsto$IMmotion150,0.5874380165289257,True,False
65,IMVigor210,Kim,0.6641414141414141,0.5162962172409846,0.391304347826087,0.3777777777777777,-0.0077953902337504,NFT,,IMVigor210$\mapsto$Kim,0.6088888888888889,False,True
66,IMVigor210,Liu,0.5351071692535107,0.398533450414994,0.5333333333333333,0.4766355140186916,0.0756162735315057,NFT,,IMVigor210$\mapsto$Liu,0.5272949602585378,False,True
67,IMVigor210,Freeman,0.6098484848484849,0.5608016543003687,0.5128205128205128,0.4411764705882353,0.0716287079133671,NFT,,IMVigor210$\mapsto$Freeman,0.5432525951557093,False,True
68,IMVigor210,Miao,0.2666666666666666,0.1970863858363858,0.1538461538461538,0.3529411764705882,-0.3499338561838561,NFT,,IMVigor210$\mapsto$Miao,0.5847750865051904,False,True
69,IMVigor210,Riaz,0.4414634146341463,0.168954519379829,0.2272727272727272,0.3333333333333333,-0.1746075739423945,NFT,,IMVigor210$\mapsto$Riaz,0.6847366397539408,False,True
70,IMVigor210,Rose,0.6113013698630138,0.274735190700733,0.3291139240506329,0.4044943820224719,0.1077228657222842,NFT,,IMVigor210$\mapsto$Rose,0.7050877414467871,False,True
71,IMVigor210,Ravi-1,0.6258223684210527,0.5009336563074016,0.5142857142857142,0.6666666666666666,0.2656353657862427,NFT,,IMVigor210$\mapsto$Ravi-1,0.532487504805844,True,False
72,IMVigor210,Ravi-2,0.5073529411764706,0.4785368283509015,0.3636363636363636,0.72,0.2744302150984869,NFT,,IMVigor210$\mapsto$Ravi-2,0.5648000000000001,True,False
73,IMVigor210,Snyder,0.6632653061224489,0.415457266822813,0.5333333333333333,0.6666666666666666,0.2773500981126146,NFT,,IMVigor210$\mapsto$Snyder,0.5555555555555555,True,False
74,IMVigor210,Zhao,0.5,0.5488036259328125,0.3333333333333332,0.52,-0.0143576830751316,NFT,,IMVigor210$\mapsto$Zhao,0.5072000000000001,True,False
75,IMmotion150,Allen,0.6627218934911243,0.4508900802680896,0.4705882352941176,0.3076923076923077,-0.2294157338705617,NFT,,IMmotion150$\mapsto$Allen,0.5555555555555556,False,True
76,IMmotion150,Choueiri,0.4358974358974358,0.1606150793650793,0.2857142857142857,0.375,-0.0215916758543765,NFT,,IMmotion150$\mapsto$Choueiri,0.6953125,False,True
77,IMmotion150,Gide,0.6378787878787879,0.6505298035848724,0.6909090909090908,0.5342465753424658,-0.0493829164658431,NFT,,IMmotion150$\mapsto$Gide,0.5045974854569337,True,False
78,IMmotion150,Hugo,0.5,0.5460319486726377,0.6666666666666666,0.5,-0.1851640199545103,NFT,,IMmotion150$\mapsto$Hugo,0.5029585798816568,False,True
79,IMmotion150,IMVigor210,0.5929028132992328,0.303351025071217,0.3761755485893417,0.3322147651006711,0.0597794431409808,NFT,,IMmotion150$\mapsto$IMVigor210,0.6477636142516103,False,True
80,IMmotion150,Kim,0.6565656565656566,0.6113917900674194,0.4615384615384615,0.3777777777777777,0.2132007163556104,NFT,,IMmotion150$\mapsto$Kim,0.6088888888888889,False,True
81,IMmotion150,Liu,0.4124168514412417,0.3611994883447398,0.5179856115107914,0.3738317757009345,-0.1074508608801049,NFT,,IMmotion150$\mapsto$Liu,0.5272949602585378,False,True
82,IMmotion150,Freeman,0.5265151515151515,0.5063146516982558,0.5365853658536586,0.4411764705882353,0.1328884951457828,NFT,,IMmotion150$\mapsto$Freeman,0.5432525951557093,False,True
83,IMmotion150,Miao,0.35,0.2176185579126755,0.4210526315789473,0.3529411764705882,-0.0398409536444797,NFT,,IMmotion150$\mapsto$Miao,0.5847750865051904,False,True
84,IMmotion150,Riaz,0.5073170731707317,0.2090217137679543,0.3333333333333333,0.2941176470588235,0.0534670612547056,NFT,,IMmotion150$\mapsto$Riaz,0.6847366397539408,False,True
85,IMmotion150,Rose,0.6909246575342466,0.2728730745121034,0.326530612244898,0.2584269662921348,0.1367856867129827,NFT,,IMmotion150$\mapsto$Rose,0.7050877414467871,False,True
86,IMmotion150,Ravi-1,0.6282894736842105,0.4881090767349281,0.4857142857142857,0.6470588235294118,0.2219340636730221,NFT,,IMmotion150$\mapsto$Ravi-1,0.532487504805844,True,False
87,IMmotion150,Ravi-2,0.625,0.3661975274252751,0.1818181818181818,0.64,0.0105550082730187,NFT,,IMmotion150$\mapsto$Ravi-2,0.5648000000000001,True,False
88,IMmotion150,Snyder,0.5306122448979591,0.3578787857923197,0.4705882352941176,0.5714285714285714,0.1348399724926484,NFT,,IMmotion150$\mapsto$Snyder,0.5555555555555555,True,False
89,IMmotion150,Zhao,0.4025974025974026,0.4362429544510211,0.6111111111111112,0.44,0.0,NFT,,IMmotion150$\mapsto$Zhao,0.5072000000000001,False,True
90,Kim,Allen,0.636094674556213,0.5012718144760723,0.3157894736842105,0.6666666666666666,0.1507556722888818,NFT,,Kim$\mapsto$Allen,0.5555555555555556,True,False
91,Kim,Choueiri,0.4871794871794871,0.1781746031746031,0.3076923076923076,0.4375,0.0413449115297361,NFT,,Kim$\mapsto$Choueiri,0.6953125,False,True
92,Kim,Gide,0.7287878787878789,0.7494632663863728,0.2553191489361702,0.5205479452054794,0.2023248064350085,NFT,,Kim$\mapsto$Gide,0.5045974854569337,True,False
93,Kim,Hugo,0.3988095238095238,0.4759764089742408,0.588235294117647,0.4615384615384615,-0.1408590424547527,NFT,,Kim$\mapsto$Hugo,0.5029585798816568,False,True
94,Kim,IMVigor210,0.5771099744245524,0.2807934161445349,0.25,0.7583892617449665,0.1537648259514759,NFT,,Kim$\mapsto$IMVigor210,0.6477636142516103,True,False
95,Kim,IMmotion150,0.6378205128205128,0.3792882659397127,0.3013698630136986,0.6909090909090909,0.1387163152524465,NFT,,Kim$\mapsto$IMmotion150,0.5874380165289257,True,False
96,Kim,Liu,0.5203252032520325,0.3796146099735041,0.1111111111111111,0.5514018691588785,-0.1165833047174367,NFT,,Kim$\mapsto$Liu,0.5272949602585378,True,False
97,Kim,Freeman,0.5984848484848485,0.48175500405786,0.4615384615384615,0.5882352941176471,0.1324102244257124,NFT,,Kim$\mapsto$Freeman,0.5432525951557093,True,False
98,Kim,Miao,0.2333333333333333,0.1915130702630702,0.2,0.5294117647058824,-0.1333333333333333,NFT,,Kim$\mapsto$Miao,0.5847750865051904,False,True
99,Kim,Riaz,0.5658536585365853,0.2662818982779508,0.2790697674418604,0.392156862745098,-0.0486324434944051,NFT,,Kim$\mapsto$Riaz,0.6847366397539408,False,True
100,Kim,Rose,0.711472602739726,0.3234416118424639,0.4615384615384615,0.6853932584269663,0.3295751786732713,NFT,,Kim$\mapsto$Rose,0.7050877414467871,False,True
101,Kim,Ravi-1,0.6023848684210527,0.4421391865521727,0.1666666666666666,0.6078431372549019,0.0187189865555244,NFT,,Kim$\mapsto$Ravi-1,0.532487504805844,True,False
102,Kim,Ravi-2,0.5735294117647058,0.4277685335497835,0.2222222222222222,0.72,0.2975595178559521,NFT,,Kim$\mapsto$Ravi-2,0.5648000000000001,True,False
103,Kim,Snyder,0.4795918367346938,0.4462711682636494,0.0,0.6666666666666666,0.0,NFT,,Kim$\mapsto$Snyder,0.5555555555555555,True,False
104,Kim,Zhao,0.5584415584415585,0.5305459041462296,0.380952380952381,0.48,-0.0657951694959769,NFT,,Kim$\mapsto$Zhao,0.5072000000000001,False,True
105,Liu,Allen,0.636094674556213,0.5373884062158056,0.5555555555555555,0.5897435897435898,0.25802342327107,NFT,,Liu$\mapsto$Allen,0.5555555555555556,True,False
106,Liu,Choueiri,0.8717948717948718,0.7767857142857143,0.3157894736842105,0.1875,0.0,NFT,,Liu$\mapsto$Choueiri,0.6953125,False,True
107,Liu,Gide,0.6462121212121213,0.6709531007964132,0.7294117647058822,0.684931506849315,0.3590118245120767,NFT,,Liu$\mapsto$Gide,0.5045974854569337,True,False
108,Liu,Hugo,0.2678571428571429,0.4557914235581629,0.3448275862068965,0.2692307692307692,-0.4804999801042981,NFT,,Liu$\mapsto$Hugo,0.5029585798816568,False,True
109,Liu,IMVigor210,0.5398976982097187,0.2953713039479794,0.3298969072164948,0.3456375838926174,-0.0531737162431385,NFT,,Liu$\mapsto$IMVigor210,0.6477636142516103,False,True
110,Liu,IMmotion150,0.4627849002849002,0.2581414848146522,0.4466019417475728,0.3090909090909091,0.0024074658609918,NFT,,Liu$\mapsto$IMmotion150,0.5874380165289257,False,True
111,Liu,Kim,0.5227272727272727,0.2666020770492242,0.4444444444444445,0.3333333333333333,0.161164592805076,NFT,,Liu$\mapsto$Kim,0.6088888888888889,False,True
112,Liu,Freeman,0.5984848484848485,0.4628727158416454,0.5333333333333333,0.5882352941176471,0.2030905986149808,NFT,,Liu$\mapsto$Freeman,0.5432525951557093,True,False
113,Liu,Miao,0.4,0.2485347985347985,0.4545454545454545,0.2941176470588235,0.0,NFT,,Liu$\mapsto$Miao,0.5847750865051904,False,True
114,Liu,Riaz,0.524390243902439,0.1986844569589348,0.372093023255814,0.4705882352941176,0.1580554413568168,NFT,,Liu$\mapsto$Riaz,0.6847366397539408,False,True
115,Liu,Rose,0.4837328767123288,0.1628552753454862,0.2828282828282829,0.2022471910112359,-0.1075171539042569,NFT,,Liu$\mapsto$Rose,0.7050877414467871,False,True
116,Liu,Ravi-1,0.4247532894736842,0.3159672964085386,0.5323741007194245,0.3627450980392157,-0.1291330776590602,NFT,,Liu$\mapsto$Ravi-1,0.532487504805844,False,True
117,Liu,Ravi-2,0.4485294117647059,0.3926071459285468,0.4848484848484848,0.32,0.0,NFT,,Liu$\mapsto$Ravi-2,0.5648000000000001,False,True
118,Liu,Snyder,0.5714285714285714,0.4598739495798318,0.4166666666666667,0.3333333333333333,-0.1714985851425088,NFT,,Liu$\mapsto$Snyder,0.5555555555555555,False,True
119,Liu,Zhao,0.7337662337662338,0.6923463030624463,0.5882352941176471,0.44,-0.0356436342391318,NFT,,Liu$\mapsto$Zhao,0.5072000000000001,False,True
120,Freeman,Allen,0.5414201183431953,0.5093234444136461,0.0,0.6666666666666666,0.0,NFT,,Freeman$\mapsto$Allen,0.5555555555555556,True,False
121,Freeman,Choueiri,0.6923076923076923,0.5136363636363637,0.4,0.8125,0.3026137663344012,NFT,,Freeman$\mapsto$Choueiri,0.6953125,True,False
122,Freeman,Gide,0.6295454545454546,0.6369620301508735,0.0,0.4520547945205479,0.0,NFT,,Freeman$\mapsto$Gide,0.5045974854569337,False,True
123,Freeman,Hugo,0.3333333333333333,0.4858416557375751,0.0,0.4615384615384615,0.0,NFT,,Freeman$\mapsto$Hugo,0.5029585798816568,False,True
124,Freeman,IMVigor210,0.5313299232736572,0.2653535472449407,0.1066666666666666,0.7751677852348994,0.1268525300147936,NFT,,Freeman$\mapsto$IMVigor210,0.6477636142516103,True,False
125,Freeman,IMmotion150,0.4442663817663817,0.252639075033778,0.037037037037037,0.6848484848484848,-0.0531394890850523,NFT,,Freeman$\mapsto$IMmotion150,0.5874380165289257,True,False
126,Freeman,Kim,0.5732323232323233,0.2686690502748876,0.0,0.7111111111111111,-0.0909090909090909,NFT,,Freeman$\mapsto$Kim,0.6088888888888889,True,False
127,Freeman,Liu,0.6341463414634148,0.5304354122032187,0.1363636363636363,0.6448598130841121,0.2154884499109595,NFT,,Freeman$\mapsto$Liu,0.5272949602585378,True,False
128,Freeman,Miao,0.4166666666666667,0.3970127748068924,0.0,0.7058823529411765,0.0,NFT,,Freeman$\mapsto$Miao,0.5847750865051904,True,False
129,Freeman,Riaz,0.5219512195121951,0.1991949013131765,0.0,0.7843137254901961,-0.0698430295769578,NFT,,Freeman$\mapsto$Riaz,0.6847366397539408,True,False
130,Freeman,Rose,0.5633561643835616,0.1821762302277579,0.0,0.797752808988764,-0.0709829317660936,NFT,,Freeman$\mapsto$Rose,0.7050877414467871,True,False
131,Freeman,Ravi-1,0.4407894736842105,0.3455009836564795,0.1276595744680851,0.5980392156862745,-0.0252323666344683,NFT,,Freeman$\mapsto$Ravi-1,0.532487504805844,True,False
132,Freeman,Ravi-2,0.338235294117647,0.2409877185900203,0.1428571428571428,0.52,-0.1847166127834302,NFT,,Freeman$\mapsto$Ravi-2,0.5648000000000001,False,True
133,Freeman,Snyder,0.5714285714285714,0.480825502817984,0.4,0.7142857142857143,0.2886751345948128,NFT,,Freeman$\mapsto$Snyder,0.5555555555555555,True,False
134,Freeman,Zhao,0.5454545454545454,0.4209232838806438,0.0,0.56,0.0,NFT,,Freeman$\mapsto$Zhao,0.5072000000000001,True,False
135,Miao,Allen,0.470414201183432,0.3096798556710399,0.1904761904761905,0.5641025641025641,-0.0898026510133874,NFT,,Miao$\mapsto$Allen,0.5555555555555556,True,False
136,Miao,Choueiri,0.5128205128205128,0.202559015059015,0.25,0.625,0.0215916758543765,NFT,,Miao$\mapsto$Choueiri,0.6953125,False,True
137,Miao,Gide,0.334090909090909,0.4765428677651041,0.1923076923076923,0.4246575342465753,-0.1169917760989232,NFT,,Miao$\mapsto$Gide,0.5045974854569337,False,True
138,Miao,Hugo,0.3630952380952381,0.43097516049514,0.0,0.4230769230769231,-0.2160246899469287,NFT,,Miao$\mapsto$Hugo,0.5029585798816568,False,True
139,Miao,IMVigor210,0.4099744245524297,0.2082588448364445,0.12,0.7046979865771812,-0.0336277293794897,NFT,,Miao$\mapsto$IMVigor210,0.6477636142516103,True,False
140,Miao,IMmotion150,0.3976139601139601,0.2485026156578354,0.0769230769230769,0.5636363636363636,-0.1981484809753042,NFT,,Miao$\mapsto$IMmotion150,0.5874380165289257,False,True
141,Miao,Kim,0.2676767676767676,0.1900670073077747,0.0,0.7111111111111111,-0.0909090909090909,NFT,,Miao$\mapsto$Kim,0.6088888888888889,True,False
142,Miao,Liu,0.4623059866962306,0.4044878747503836,0.2388059701492537,0.5233644859813084,-0.0879683032266094,NFT,,Miao$\mapsto$Liu,0.5272949602585378,False,True
143,Miao,Freeman,0.4356060606060605,0.4001810000426597,0.3636363636363636,0.5882352941176471,0.0635641726163728,NFT,,Miao$\mapsto$Freeman,0.5432525951557093,True,False
144,Miao,Riaz,0.4195121951219512,0.1641429724310437,0.0,0.7254901960784313,-0.1440751692175112,NFT,,Miao$\mapsto$Riaz,0.6847366397539408,True,False
145,Miao,Rose,0.3253424657534247,0.125179400818519,0.0,0.7303370786516854,-0.147129935751532,NFT,,Miao$\mapsto$Rose,0.7050877414467871,True,False
146,Miao,Ravi-1,0.4449013157894737,0.3337248975593844,0.3037974683544304,0.4607843137254901,-0.1354278037914429,NFT,,Miao$\mapsto$Ravi-1,0.532487504805844,False,True
147,Miao,Ravi-2,0.3014705882352941,0.2252244061240056,0.3,0.44,-0.144174197050036,NFT,,Miao$\mapsto$Ravi-2,0.5648000000000001,False,True
148,Miao,Snyder,0.3775510204081632,0.2911771726234353,0.2666666666666666,0.4761904761904761,-0.1386750490563073,NFT,,Miao$\mapsto$Snyder,0.5555555555555555,False,True
149,Miao,Zhao,0.6168831168831168,0.4952878793189798,0.1538461538461538,0.56,0.0356436342391318,NFT,,Miao$\mapsto$Zhao,0.5072000000000001,True,False
150,Riaz,Allen,0.5680473372781065,0.4476151213093661,0.0,0.6666666666666666,0.0,NFT,,Riaz$\mapsto$Allen,0.5555555555555556,True,False
151,Riaz,Choueiri,0.5897435897435896,0.2249694749694749,0.25,0.625,0.0215916758543765,NFT,,Riaz$\mapsto$Choueiri,0.6953125,False,True
152,Riaz,Gide,0.6484848484848484,0.6958046236018038,0.0,0.4520547945205479,0.0,NFT,,Riaz$\mapsto$Gide,0.5045974854569337,False,True
153,Riaz,Hugo,0.5892857142857143,0.6467529871226892,0.125,0.4615384615384615,-0.0222717701593687,NFT,,Riaz$\mapsto$Hugo,0.5029585798816568,False,True
154,Riaz,IMVigor210,0.492071611253197,0.2342271974908273,0.0,0.7416107382550335,-0.0959539531510802,NFT,,Riaz$\mapsto$IMVigor210,0.6477636142516103,True,False
155,Riaz,IMmotion150,0.5820868945868946,0.3293362503584307,0.125,0.6606060606060606,-0.0295159713684547,NFT,,Riaz$\mapsto$IMmotion150,0.5874380165289257,True,False
156,Riaz,Kim,0.7348484848484849,0.6248605117427792,0.4,0.8,0.4432026302139591,NFT,,Riaz$\mapsto$Kim,0.6088888888888889,True,False
157,Riaz,Liu,0.606430155210643,0.5004361161475606,0.0,0.616822429906542,0.0,NFT,,Riaz$\mapsto$Liu,0.5272949602585378,True,False
