	train_cohort	test_cohort	ROC	PRC	F1	ACC	MCC	mode	best_C
0	Allen	Allen	0.6272189349112427	0.40861080840182673	0.4827586206896552	0.6153846153846154	0.18430244519362143	MIAS	0.1
1	Allen	Choueiri	0.7179487179487178	0.5204545454545455	0.3157894736842105	0.1875	0.0	MIAS	0.1
2	Allen	Gide	0.7825757575757576	0.7609212762705659	0.7529411764705882	0.7123287671232876	0.41561628064465034	MIAS	0.1
3	Allen	Hugo	0.5535714285714286	0.5798707081900358	0.4615384615384615	0.46153846153846156	-0.07142857142857142	MIAS	0.1
4	Allen	IMVigor210	0.5233375959079284	0.24381133980831807	0.33587786259541985	0.4161073825503356	-0.004503540555381629	MIAS	0.1
5	Allen	IMmotion150	0.6632834757834757	0.42946599074606706	0.45283018867924524	0.296969696969697	0.050015632328035534	MIAS	0.1
6	Allen	Kim	0.7196969696969697	0.43543097934988473	0.4074074074074074	0.28888888888888886	-0.040291148201269014	MIAS	0.1
7	Allen	Liu	0.5458240946045825	0.4670215693034515	0.3561643835616438	0.5607476635514018	0.030999705948744065	MIAS	0.1
8	Allen	MGH	0.6553030303030304	0.590692579457789	0.5161290322580646	0.5588235294117647	0.1604088343952626	MIAS	0.1
9	Allen	Miao	0.55	0.29438492063492067	0.47619047619047616	0.35294117647058826	0.1613743060919757	MIAS	0.1
10	Allen	Riaz	0.6560975609756097	0.49701914983268536	0.3448275862068966	0.6274509803921569	0.13018760532489668	MIAS	0.1
11	Allen	Rose	0.5847602739726028	0.22707019652974125	0.3	0.6853932584269663	0.1111239162507708	MIAS	0.1
12	Allen	SU2CLC1	0.6143092105263157	0.4819408092550696	0.5161290322580645	0.4117647058823529	-0.0021865982141916237	MIAS	0.1
13	Allen	SU2CLC2	0.33088235294117646	0.23822261413580065	0.4	0.52	0.027461751819054487	MIAS	0.1
14	Allen	Snyder	0.44897959183673475	0.29753515042380585	0.18181818181818182	0.5714285714285714	-0.08574929257125442	MIAS	0.1
15	Allen	Zhao	0.6103896103896104	0.5984161101594011	0.5925925925925926	0.56	0.16116459280507606	MIAS	0.1
16	Choueiri	Allen	0.6272189349112427	0.40861080840182673	0.0	0.6666666666666666	0.0	MIAS	0.1
17	Choueiri	Choueiri	0.7179487179487178	0.5204545454545455	0.5	0.75	0.3670584895244009	MIAS	0.1
18	Choueiri	Gide	0.7825757575757576	0.7609212762705659	0.0	0.4520547945205479	0.0	MIAS	0.1
19	Choueiri	Hugo	0.5535714285714286	0.5798707081900358	0.0	0.46153846153846156	0.0	MIAS	0.1
20	Choueiri	IMVigor210	0.5233375959079284	0.24381133980831807	0.0	0.7718120805369127	0.0	MIAS	0.1
21	Choueiri	IMmotion150	0.6632834757834757	0.42946599074606706	0.1875	0.6848484848484848	0.06067171892404579	MIAS	0.1
22	Choueiri	Kim	0.7196969696969697	0.43543097934988473	0.0	0.7333333333333333	0.0	MIAS	0.1
23	Choueiri	Liu	0.5458240946045825	0.4670215693034515	0.0	0.616822429906542	0.0	MIAS	0.1
24	Choueiri	MGH	0.6553030303030304	0.590692579457789	0.0	0.6470588235294118	0.0	MIAS	0.1
25	Choueiri	Miao	0.55	0.29438492063492067	0.0	0.5882352941176471	-0.23570226039551584	MIAS	0.1
26	Choueiri	Riaz	0.6560975609756097	0.49701914983268536	0.0	0.803921568627451	0.0	MIAS	0.1
27	Choueiri	Rose	0.5847602739726028	0.22707019652974125	0.0	0.8202247191011236	0.0	MIAS	0.1
28	Choueiri	SU2CLC1	0.6143092105263157	0.4819408092550696	0.0	0.6274509803921569	0.0	MIAS	0.1
29	Choueiri	SU2CLC2	0.33088235294117646	0.23822261413580065	0.0	0.68	0.0	MIAS	0.1
30	Choueiri	Snyder	0.44897959183673475	0.29753515042380585	0.0	0.6666666666666666	0.0	MIAS	0.1
31	Choueiri	Zhao	0.6103896103896104	0.5984161101594011	0.0	0.56	0.0	MIAS	0.1
32	Gide	Allen	0.6272189349112427	0.40861080840182673	0.4444444444444445	0.6153846153846154	0.1511857892036909	MIAS	0.1
33	Gide	Choueiri	0.7179487179487178	0.5204545454545455	0.3157894736842105	0.1875	0.0	MIAS	0.1
34	Gide	Gide	0.7825757575757576	0.7609212762705659	0.7272727272727273	0.7123287671232876	0.42534372090966727	MIAS	0.1
35	Gide	Hugo	0.5535714285714286	0.5798707081900358	0.34782608695652173	0.4230769230769231	-0.13722155123693863	MIAS	0.1
36	Gide	IMVigor210	0.5233375959079284	0.24381133980831807	0.3490566037735849	0.5369127516778524	0.0662605717289475	MIAS	0.1
37	Gide	IMmotion150	0.6632834757834757	0.42946599074606706	0.4497607655502392	0.30303030303030304	0.014197349738884996	MIAS	0.1
38	Gide	Kim	0.7196969696969697	0.43543097934988473	0.4313725490196078	0.35555555555555557	0.0886968593983624	MIAS	0.1
39	Gide	Liu	0.5458240946045825	0.4670215693034515	0.24137931034482757	0.5887850467289719	0.025556050173246022	MIAS	0.1
40	Gide	MGH	0.6553030303030304	0.590692579457789	0.5714285714285715	0.6470588235294118	0.29012942659282975	MIAS	0.1
41	Gide	Miao	0.55	0.29438492063492067	0.47619047619047616	0.35294117647058826	0.1613743060919757	MIAS	0.1
42	Gide	Riaz	0.6560975609756097	0.49701914983268536	0.41666666666666663	0.7254901960784313	0.24954049493403274	MIAS	0.1
43	Gide	Rose	0.5847602739726028	0.22707019652974125	0.24242424242424243	0.7191011235955056	0.07025336901657378	MIAS	0.1
44	Gide	SU2CLC1	0.6143092105263157	0.4819408092550696	0.5378151260504201	0.46078431372549017	0.09144900869811855	MIAS	0.1
