	train_cohort	test_cohort	ROC	PRC	F1	ACC	MCC	mode	best_C
0	Allen	Allen	0.6715976331360947	0.501631763214827	0.4827586206896552	0.6153846153846154	0.18430244519362143	CTL	0.1
1	Allen	Choueiri	0.717948717948718	0.26011904761904764	0.4444444444444444	0.6875	0.28941438070815306	CTL	0.1
2	Allen	Gide	0.812878787878788	0.8574204685297185	0.7323943661971831	0.7397260273972602	0.5019187686364668	CTL	0.1
3	Allen	Hugo	0.4226190476190476	0.49340011649152465	0.4	0.4230769230769231	-0.14414999403128945	CTL	0.1
4	Allen	IMVigor210	0.5817774936061382	0.27659686019697366	0.3654822335025381	0.5805369127516778	0.10592836490642604	CTL	0.1
5	Allen	IMmotion150	0.6887464387464387	0.4205906141173571	0.5254237288135594	0.6606060606060606	0.28717904608671957	CTL	0.1
6	Allen	Kim	0.7676767676767676	0.6250148063517863	0.5333333333333333	0.6888888888888889	0.3282439759448873	CTL	0.1
7	Allen	Liu	0.5517368810051737	0.46673480298317094	0.4137931034482759	0.5233644859813084	0.014516177227632522	CTL	0.1
8	Allen	MGH	0.48863636363636365	0.42264065529107425	0.5185185185185186	0.6176470588235294	0.21144800897557345	CTL	0.1
9	Allen	Miao	0.5	0.2666575091575092	0.20000000000000004	0.5294117647058824	-0.13333333333333333	CTL	0.1
10	Allen	Riaz	0.6292682926829268	0.4169181179826017	0.30303030303030304	0.5490196078431373	0.04865249835436819	CTL	0.1
11	Allen	Rose	0.6207191780821919	0.2526932947591305	0.36000000000000004	0.6404494382022472	0.17389652306054618	CTL	0.1
12	Allen	SU2CLC1	0.6171875	0.4738980217597379	0.5121951219512196	0.6078431372549019	0.18865822220655426	CTL	0.1
13	Allen	SU2CLC2	0.4191176470588235	0.38292408410732715	0.25	0.52	-0.10294117647058823	CTL	0.1
14	Allen	Snyder	0.673469387755102	0.44017851405069447	0.5	0.6190476190476191	0.2041241452319315	CTL	0.1
15	Allen	Zhao	0.45454545454545453	0.4649976124123202	0.45454545454545453	0.52	0.025974025974025976	CTL	0.1
16	Choueiri	Allen	0.6715976331360947	0.501631763214827	0.4827586206896552	0.6153846153846154	0.18430244519362143	CTL	0.1
17	Choueiri	Choueiri	0.717948717948718	0.26011904761904764	0.4444444444444444	0.6875	0.28941438070815306	CTL	0.1
18	Choueiri	Gide	0.812878787878788	0.8574204685297185	0.7323943661971831	0.7397260273972602	0.5019187686364668	CTL	0.1
19	Choueiri	Hugo	0.4226190476190476	0.49340011649152465	0.4	0.4230769230769231	-0.14414999403128945	CTL	0.1
20	Choueiri	IMVigor210	0.5817774936061382	0.27659686019697366	0.36082474226804123	0.5838926174496645	0.10113740500695872	CTL	0.1
21	Choueiri	IMmotion150	0.6887464387464387	0.4205906141173571	0.5254237288135594	0.6606060606060606	0.28717904608671957	CTL	0.1
22	Choueiri	Kim	0.7676767676767676	0.6250148063517863	0.5517241379310345	0.7111111111111111	0.35931349533480833	CTL	0.1
23	Choueiri	Liu	0.5517368810051737	0.46673480298317094	0.4137931034482759	0.5233644859813084	0.014516177227632522	CTL	0.1
24	Choueiri	MGH	0.48863636363636365	0.42264065529107425	0.5185185185185186	0.6176470588235294	0.21144800897557345	CTL	0.1
25	Choueiri	Miao	0.5	0.2666575091575092	0.20000000000000004	0.5294117647058824	-0.13333333333333333	CTL	0.1
26	Choueiri	Riaz	0.6292682926829268	0.4169181179826017	0.30303030303030304	0.5490196078431373	0.04865249835436819	CTL	0.1
27	Choueiri	Rose	0.6207191780821919	0.2526932947591305	0.36000000000000004	0.6404494382022472	0.17389652306054618	CTL	0.1
28	Choueiri	SU2CLC1	0.6171875	0.4738980217597379	0.5	0.6078431372549019	0.17934980731369254	CTL	0.1
29	Choueiri	SU2CLC2	0.4191176470588235	0.38292408410732715	0.25	0.52	-0.10294117647058823	CTL	0.1
30	Choueiri	Snyder	0.673469387755102	0.44017851405069447	0.5333333333333333	0.6666666666666666	0.2773500981126146	CTL	0.1
31	Choueiri	Zhao	0.45454545454545453	0.4649976124123202	0.45454545454545453	0.52	0.025974025974025976	CTL	0.1
32	Gide	Allen	0.6715976331360947	0.501631763214827	0.4827586206896552	0.6153846153846154	0.18430244519362143	CTL	0.1
33	Gide	Choueiri	0.717948717948718	0.26011904761904764	0.5454545454545454	0.6875	0.48038446141526137	CTL	0.1
34	Gide	Gide	0.812878787878788	0.8574204685297185	0.7272727272727273	0.7123287671232876	0.42534372090966727	CTL	0.1
35	Gide	Hugo	0.4226190476190476	0.49340011649152465	0.4444444444444445	0.4230769230769231	-0.1543033499620919	CTL	0.1
36	Gide	IMVigor210	0.5817774936061382	0.27659686019697366	0.3771929824561403	0.5234899328859061	0.10407311674548304	CTL	0.1
37	Gide	IMmotion150	0.6887464387464387	0.4205906141173571	0.5223880597014925	0.6121212121212121	0.2666350746573335	CTL	0.1
38	Gide	Kim	0.7676767676767676	0.6250148063517863	0.5128205128205128	0.5777777777777777	0.28721347895177635	CTL	0.1
39	Gide	Liu	0.5517368810051737	0.46673480298317094	0.4565217391304348	0.5327102803738317	0.05611534026378113	CTL	0.1
40	Gide	MGH	0.48863636363636365	0.42264065529107425	0.5185185185185186	0.6176470588235294	0.21144800897557345	CTL	0.1
41	Gide	Miao	0.5	0.2666575091575092	0.42857142857142855	0.5294117647058824	0.09128709291752769	CTL	0.1
42	Gide	Riaz	0.6292682926829268	0.4169181179826017	0.37837837837837834	0.5490196078431373	0.16878732147764805	CTL	0.1
