Index,UMAP1,UMAP2,ICI_target_map
MEL-IPI_Pat27-Tumor-SM-4DK1N,14.153658,8.286453,CTLA4
MEL-IPI_Pat28-Tumor-SM-4DK1O,12.727917,9.087193,CTLA4
MEL-IPI_Pat33-Tumor-SM-4DK1T,13.167545,7.6673765,CTLA4
MEL-IPI_Pat36-Tumor-SM-53U3X,12.2165,8.019554,CTLA4
MEL-IPI_Pat37-Tumor-SM-53U3Y,12.002068,8.831741,CTLA4
MEL-IPI_Pat40-Tumor-SM-4DK21,13.005688,10.230738,CTLA4
MEL-IPI_Pat43-Tumor-SM-4DK24,9.232316,15.540022,CTLA4
MEL-IPI_Pat44-Tumor-SM-4DK25,11.726881,6.832969,CTLA4
MEL-IPI_Pat45-Tumor-SM-4DK26,12.640849,8.507097,CTLA4
MEL-IPI_Pat46-Tumor-SM-53U48,14.279943,9.539441,CTLA4
MEL-IPI_Pat50-Tumor-SM-53U69,14.069472,8.111658,CTLA4
MEL-IPI_Pat81-Tumor-SM-4DK37,10.375649,7.2899113,CTLA4
MEL-IPI_Pat83-Tumor-SM-53U2W,11.987389,7.136277,CTLA4
MEL-IPI_Pat85-Tumor-SM-53U2Y,12.460195,11.364507,CTLA4
MEL-IPI_Pat86-Tumor-SM-4DK3C,12.214679,8.635219,CTLA4
MEL-IPI_Pat98-Tumor-SM-4CU6L,13.279058,9.693523,CTLA4
MEL-IPI_Pat118-Tumor-SM-5X2QV,11.863121,7.597072,CTLA4
MEL-IPI_Pat119-Tumor-SM-7459N,12.694484,6.655509,CTLA4
MEL-IPI_Pat39-Tumor-SM-4DK1Z,12.216451,10.4160185,CTLA4
MEL-IPI_Pat47-Tumor-SM-4DK28,13.253776,8.897064,CTLA4
MEL-IPI_Pat04-Tumor-SM-4DJZZ,13.102258,8.854501,CTLA4
MEL-IPI_Pat38-Tumor-SM-53U3Z,13.076189,8.511867,CTLA4
MEL-IPI_Pat79-Tumor-SM-53U2S,13.454429,8.524348,CTLA4
MEL-IPI_Pat90-Tumor-SM-4DK3G,11.777824,7.3488903,CTLA4
MEL-IPI_Pat126-Tumor-SM-5X2R4,12.741207,6.9605217,CTLA4
MEL-IPI_Pat02-Tumor-SM-4DJZX,4.9296937,1.1308278,CTLA4
MEL-IPI_Pat49-Tumor-SM-4DK2A,11.426014,9.247235,CTLA4
MEL-IPI_Pat80-Tumor-SM-4DK36,13.072946,8.059292,CTLA4
MEL-IPI_Pat88-Tumor-SM-4DK3E,13.174884,9.560282,CTLA4
MEL-IPI_Pat123-Tumor-SM-5X2R1,12.401224,6.831635,CTLA4
MEL-IPI_Pat29-Tumor-SM-4DK1P,13.314167,8.274078,CTLA4
1_ipiPD1_PRE,14.399967,9.500129,PD1+CTLA4
2_ipiPD1_PRE,8.282837,15.000747,PD1+CTLA4
6_ipiPD1_PRE,13.839019,8.3751,PD1+CTLA4
7_ipiPD1_PRE,14.159348,8.519847,PD1+CTLA4
8_ipiPD1_PRE,15.530549,10.791574,PD1+CTLA4
10_ipiPD1_PRE,15.452063,10.5989685,PD1+CTLA4
12_ipiPD1_PRE,11.159415,12.364224,PD1+CTLA4
13_ipiPD1_PRE,12.891773,10.8896055,PD1+CTLA4
14_ipiPD1_PRE,15.399533,10.26359,PD1+CTLA4
15_ipiPD1_PRE,14.87294,10.367986,PD1+CTLA4
17_ipiPD1_PRE,14.421938,9.038875,PD1+CTLA4
19_ipiPD1_PRE,15.4022875,10.39735,PD1+CTLA4
20_ipiPD1_PRE,14.104614,8.749817,PD1+CTLA4
21_ipiPD1_PRE,14.232331,9.309624,PD1+CTLA4
23_ipiPD1_PRE,14.478334,8.823241,PD1+CTLA4
24_ipiPD1_PRE,13.732206,10.843814,PD1+CTLA4
25_ipiPD1_PRE,14.591786,9.393553,PD1+CTLA4
26_ipiPD1_PRE,14.54685,10.119406,PD1+CTLA4
27_ipiPD1_PRE,13.848678,10.692264,PD1+CTLA4
32_ipiPD1_PRE,14.058329,9.666189,PD1+CTLA4
33_ipiPD1_PRE,15.058056,10.626461,PD1+CTLA4
34_ipiPD1_PRE,13.987094,9.336037,PD1+CTLA4
35_ipiPD1_PRE,15.603194,10.493343,PD1+CTLA4
36_ipiPD1_PRE,14.297178,10.581614,PD1+CTLA4
37_ipiPD1_PRE,12.720441,11.461239,PD1+CTLA4
38_ipiPD1_PRE,13.291403,11.367147,PD1+CTLA4
44_ipiPD1_PRE,12.829175,11.547581,PD1+CTLA4
45_ipiPD1_PRE,8.335562,14.763841,PD1+CTLA4
46_ipiPD1_PRE,14.070982,9.7022705,PD1+CTLA4
47_ipiPD1_PRE,13.531272,10.404896,PD1+CTLA4
49_ipiPD1_PRE,14.218371,8.643317,PD1+CTLA4
50_ipiPD1_PRE,13.216571,11.485198,PD1+CTLA4
2_PD1_PRE,12.631265,11.2046585,PD1
3_PD1_PRE,14.560078,10.695243,PD1
4_PD1_PRE,12.718392,10.916735,PD1
5_PD1_PRE,15.574816,10.344906,PD1
6_PD1_PRE,15.372506,10.623737,PD1
7_PD1_PRE,12.861476,11.6475725,PD1
8_PD1_PRE,13.647154,8.041817,PD1
9_PD1_PRE,13.797475,11.530849,PD1
10_PD1_PRE,14.5893545,9.747279,PD1
11_PD1_PRE,13.477089,10.204078,PD1
12_PD1_PRE,14.235991,11.68996,PD1
13_PD1_PRE,15.760632,10.522004,PD1
14_PD1_PRE,14.721406,10.939275,PD1
15_PD1_PRE,14.358449,11.940291,PD1
16_PD1_PRE,13.818953,11.146934,PD1
17_PD1_PRE,12.680338,11.658739,PD1
18_PD1_PRE,13.406892,10.647489,PD1
19_PD1_PRE,14.981626,10.427058,PD1
21_PD1_PRE,13.991253,10.772713,PD1
23_PD1_PRE,13.870611,10.970922,PD1
25_PD1_PRE,14.727575,10.6179495,PD1
27_PD1_PRE,15.706943,10.380479,PD1
29_PD1_PRE,14.431667,11.703054,PD1
30_PD1_PRE,13.623968,10.154635,PD1
34_PD1_PRE,13.727869,10.344504,PD1
35_PD1_PRE,13.918186,10.61576,PD1
36_PD1_PRE,14.594568,11.237142,PD1
38_PD1_PRE,12.653943,11.91449,PD1
40_PD1_PRE,13.215944,11.258642,PD1
41_PD1_PRE,13.886158,11.018968,PD1
42_PD1_PRE,13.976496,11.565148,PD1
44_PD1_PRE,13.678017,10.954475,PD1
45_PD1_PRE,12.877128,11.231569,PD1
46_PD1_PRE,14.575742,10.830263,PD1
47_PD1_PRE,12.553888,11.269485,PD1
48_PD1_PRE,13.8539,10.582412,PD1
49_PD1_PRE,14.849178,10.80971,PD1
50_PD1_PRE,13.358319,10.967712,PD1
52_PD1_PRE,14.067582,10.206643,PD1
53_PD1_PRE,14.092443,11.822333,PD1
54_PD1_PRE,15.056391,10.455812,PD1
Pt1-baseline,14.664238,3.5870156,PD1
Pt2-baseline,15.406124,15.508425,PD1
Pt4-baseline,12.926607,4.662795,PD1
Pt5-baseline,13.820047,3.851691,PD1
Pt6-baseline,13.513668,4.134653,PD1
Pt7-baseline,14.390848,3.747865,PD1
Pt8-baseline,14.261952,3.9094865,PD1
Pt9-baseline,14.856324,3.818703,PD1
Pt10-baseline,13.97082,3.33034,PD1
Pt12-baseline,15.144262,3.658913,PD1
Pt13-baseline,15.291103,3.4259849,PD1
Pt14-baseline,14.363665,3.5276666,PD1
Pt15-baseline,13.392166,4.6183414,PD1
Pt19-baseline,13.036186,4.902203,PD1
Pt20-baseline,15.333282,3.5553913,PD1
Pt22-baseline,14.232851,2.79381,PD1
Pt23-baseline,14.390027,3.1255035,PD1
Pt25-baseline,12.770355,4.927737,PD1
Pt27-baseline,14.04414,4.2534013,PD1
Pt28-baseline,6.7775035,14.874161,PD1
Pt29-baseline,13.856769,4.263781,PD1
Pt31-baseline,13.661245,3.7062511,PD1
Pt32-baseline,13.902364,2.5564082,PD1
Pt35-baseline,14.057232,3.3919163,PD1
Pt37-baseline,12.932089,4.4068537,PD1
Pt38-baseline,14.54276,4.5129204,PD1
Patient166_T,10.933332,6.931501,PD1
Patient99_T_P,9.591167,2.0171554,PD1
Patient100_T_P,12.93431,12.468946,PD1
Patient112_T_P,12.7837305,7.7929416,PD1
Patient116_T_P,11.477421,7.9184437,PD1
Patient125_T_P,11.10677,9.304164,PD1
Patient126_T_P,11.481377,8.613021,PD1
Patient141_T,10.740089,7.4419837,PD1
Patient147_T,11.503863,6.405509,PD1
Patient18_T_M,13.461374,7.104712,PD1
Patient181_T,11.883498,8.208741,PD1
Patient185_T,12.684561,6.9685717,PD1
Patient191_T,12.036336,8.876978,PD1
Patient195_T,12.820669,7.5587583,PD1
Patient20_T_M,11.780671,9.278586,PD1
Patient22_T_M,13.346875,7.1198997,PD1
Patient23_T_M,10.748179,7.695237,PD1
Patient24_T_M,12.4045725,8.964545,PD1
Patient35_T_M,11.997749,6.857702,PD1
Patient42_T_M,10.633962,7.0144787,PD1
Patient45_T_M,9.716363,2.2565746,PD1
Patient47_T_M,11.807641,6.526139,PD1
Patient56_T_M,12.256021,9.839886,PD1
Patient62_T_P,12.680082,10.245663,PD1
Patient63_T_P,11.481658,6.541325,PD1
Patient67_T_P,11.311941,6.3083434,PD1
Patient72_T_P,11.232462,7.5289235,PD1
Patient73_T_P,12.440853,6.9932146,PD1
Patient83_T_P,11.939052,6.3534703,PD1
Patient9_T_M,10.799604,6.8129992,PD1
Patient163_T,11.585393,6.4624233,PD1
Patient168_T,13.241741,7.824775,PD1
Patient17_T_M,12.054231,8.808489,PD1
Patient37_T_M,11.087176,8.481303,PD1
Patient36_T_M,11.797578,6.1065946,PD1
Patient98_T_P,11.510746,8.34365,PD1
Patient127_T_P,12.326856,8.2134285,PD1
Patient162_T,12.085357,7.2357974,PD1
Patient38_T_M,11.094549,6.5332775,PD1
Patient40_T_M,10.648515,6.6609545,PD1
Patient96_T_P,17.180124,7.0673466,PD1
Patient130_T_P,13.405838,7.7087226,PD1
Patient167_T,13.27936,6.891053,PD1
Patient196_T,13.923775,6.9011903,PD1
Patient197_T,14.479822,6.970519,PD1
Patient117_T_P,9.625819,1.982216,PD1
Patient165_T,12.133114,7.3738675,PD1
Patient1_T_M,11.5212,6.094251,PD1
Patient10_T_M,11.614351,7.0815215,PD1
Patient105_T_P,11.471453,6.7254696,PD1
Patient106_T_P,11.748272,7.6529126,PD1
Patient11_T_M,11.122789,7.2939615,PD1
Patient121_T_P,13.705297,7.6626754,PD1
Patient13_T_M,11.253079,7.245676,PD1
Patient133_T,13.018607,8.122041,PD1
Patient134_T,11.919859,7.3490696,PD1
Patient135_T,12.332147,7.0598955,PD1
Patient14_T_M,12.882159,7.880851,PD1
Patient140_T,12.386837,7.231785,PD1
Patient143_T,12.494721,9.8901415,PD1
Patient145_T,13.084498,7.6851187,PD1
Patient146_T,12.215296,8.331616,PD1
Patient148_T,12.67829,6.803064,PD1
Patient15_T_M,12.302177,7.412085,PD1
Patient154_T,12.160066,9.9478245,PD1
Patient155_T,12.2376795,8.089387,PD1
Patient156_T,13.425941,8.033888,PD1
Patient169_T,11.064324,6.480448,PD1
Patient170_T,13.481543,7.357699,PD1
Patient172_T,12.051993,7.3376575,PD1
Patient187_T,11.523491,8.220578,PD1
Patient188_T,10.921556,6.9455204,PD1
Patient189_T,12.775371,9.567192,PD1
Patient193_T,12.417191,7.8524723,PD1
Patient203_T,12.204578,7.6009464,PD1
Patient204_T,12.482764,7.641544,PD1
Patient205_T,11.640001,9.616489,PD1
Patient206_T,11.990426,9.994836,PD1
Patient21_T_M,13.827769,7.3118734,PD1
Patient25_T_M,13.415759,7.3097444,PD1
Patient30_T_M,12.041266,6.39173,PD1
Patient31_T_M,10.683539,7.0731254,PD1
Patient32_T_M,12.019318,6.2126565,PD1
Patient33_T_M,9.640272,1.9158131,PD1
Patient34_T_M,9.902788,14.451879,PD1
Patient4_T_M,12.096308,7.7034245,PD1
Patient48_T_M,11.814447,5.943162,PD1
Patient6_T_M,10.643454,6.9127126,PD1
Patient7_T_M,11.36995,7.1498585,PD1
Patient78_T_P,11.865428,9.491241,PD1
Patient8_T_M,11.793096,7.0164223,PD1
Patient87_T_P,11.885742,6.14083,PD1
Patient94_T_P,11.699311,6.9924884,PD1
Patient137_T,11.183934,9.110577,PD1
Patient27_T_M,11.96709,6.752256,PD1
Patient86_T_P,11.441871,8.937692,PD1
Patient132_T,12.5709505,7.2736692,PD1
Patient149_T,11.392272,9.114081,PD1
Patient173_T,12.434178,7.760598,PD1
Patient77_T_P,11.416097,8.397603,PD1
Patient150_T,11.505026,7.9270253,PD1
Patient158_T,11.444434,7.222064,PD1
Patient102_T_P,11.699388,8.701002,PD1
Patient200_T,13.141655,7.142768,PD1
Patient79_T_P,11.552536,8.810564,PD1
Patient82_T_P,11.066643,7.9607034,PD1
Patient159_T,13.457304,6.892521,PD1
102T-Tumor-SM-BZ9XL,9.105146,6.040514,CTLA4
107T-Tumor-SM-BZ9WD,15.496264,15.644957,CTLA4
115T-Tumor-SM-BZ9WG,9.023023,6.7100534,CTLA4
122T-Tumor-SM-BZ9WT,9.232534,6.3859434,CTLA4
126T-Tumor-SM-CDZ2D,17.056301,6.9232717,CTLA4
148T-Tumor-SM-BZ9XH,9.065051,6.7879972,Other
155T-Tumor-SM-BZ9WV,9.723879,6.5745225,CTLA4
166T-Tumor-SM-AZXO4,11.268156,11.995167,CTLA4
208T-Tumor-SM-AH3NE,9.345643,5.6201944,CTLA4
212T-Tumor-SM-BZ9X2,10.05024,6.4869733,CTLA4
255T-Tumor-SM-CO8YG,12.442247,9.611741,CTLA4
272T-Tumor-SM-BZ9X7,8.895299,6.6021233,CTLA4
278T-Tumor-SM-CRSYW,9.50059,1.6844535,CTLA4
292T-Tumor-SM-CDZ2C,15.316542,7.0570397,PD1+CTLA4
324T-Tumor-SM-BZ9XM,9.934454,6.2791166,PD1
333T-Tumor-SM-AZXNZ,13.827943,7.591114,CTLA4
356T-Tumor-SM-AZXNY,11.875853,8.4198065,PD1
35T-Tumor-SM-BZ9VQ,12.758071,8.655565,CTLA4
379T-Tumor-SM-BZ9XI,9.000135,6.3067017,PD1
383T-Tumor-SM-BZ9WI,9.711119,6.159375,PD1
391T-Tumor-SM-AZXNX,12.054913,8.896201,PD1
39T-Tumor-SM-BZ9VS,9.338581,6.4910803,PD1
422T-Tumor-SM-BZ9WK,9.109165,6.4932976,PD1+CTLA4
42T-Tumor-SM-BZ9VZ,9.3147,6.176277,PD1
430T-Tumor-SM-AZXO1,12.277614,7.2126484,PD1
43T-Tumor-SM-CO8YI,17.291576,7.0606623,CTLA4
62T-Tumor-SM-BZ9W5,9.369811,5.9344463,CTLA4
77T-Tumor-SM-BZ9W8,15.396011,3.331981,PD1
98T-Tumor-SM-BZ9WA,9.064508,6.3617344,CTLA4
99T-Tumor-SM-AH3NB,9.175765,5.5466275,PD1
Bl1AT-Tumor-SM-BZ9XO,9.636119,6.41658,PD1
PD004T-Tumor-SM-BZ9XG,8.819258,6.421792,PD1
PDL002T-Tumor-SM-BZ9WQ,9.069991,6.7583194,Other
QQQT-Tumor-SM-AZXO5,12.023481,8.943409,CTLA4
Pt1_Pre_AD101148,14.481108,3.1968307,PD1
Pt2_Pre_AD101150,15.13348,3.2670755,PD1
Pt3_Pre_E9024733,13.701668,4.2386208,PD1
Pt4_Pre_E9021023,16.04088,4.198885,PD1
Pt5_Pre_E9021022,16.82078,5.161247,PD1
Pt8_Pre_AD153354,14.914642,3.2301228,PD1
Pt9_Pre_E9021024,13.892789,3.2649455,PD1
Pt10_Pre_E9047565,12.339571,4.67407,PD1
Pt11_Pre_AD153352,15.493987,3.2696714,PD1
Pt17_Pre_E9047563,12.524695,5.0374775,PD1
Pt18_Pre_E9024732,14.365075,4.312489,PD1
Pt23_Pre_AD313075,15.06586,3.2088,PD1
Pt24_Pre_AD436687,9.253038,1.5374472,PD1
Pt26_Pre_AD467789,13.741334,4.160759,PD1
Pt27_Pre_AD453873,16.240646,4.3341227,PD1
Pt28_Pre_AD297619,12.358519,5.473826,PD1
Pt29_Pre_AD497504,13.707934,3.5529723,PD1
Pt30_Pre_AD497503,12.336399,4.468807,PD1
Pt31_Pre_AD453872,14.376433,4.219408,PD1
Pt34_Pre_AD466985,9.727405,1.6334692,PD1
Pt36_Pre_AD467095,9.998845,1.9627755,PD1
Pt37_Pre_AD502452,13.523233,4.2672424,PD1
Pt38_Pre_E9200719,13.551102,3.5784266,PD1
Pt39_Pre_AD485899,12.532999,4.7618194,PD1
Pt44_Pre_AD467790,14.555978,3.951551,PD1
Pt46_Pre_AD467096,9.39038,1.5391436,PD1
Pt47_Pre_AD506073,15.216534,3.4482887,PD1
Pt48_Pre_E9047561,15.58804,15.82785,PD1
Pt49_Pre_AD667851,15.055373,3.5065603,PD1
Pt52_Pre_AD506075,15.345692,15.704924,PD1
Pt59_Pre_AD823915,14.513591,2.9958549,PD1
Pt62_Pre_AD608303,12.610728,4.578753,PD1
Pt65_Pre_AD793919,14.131637,4.247772,PD1
Pt66_Pre_AD667850,13.685236,4.40576,PD1
Pt67_Pre_AD506074,11.509701,0.42513004,PD1
Pt72_Pre_AD793922,13.647019,3.2453134,PD1
Pt76_Pre_AD667852,14.286095,4.0545177,PD1
Pt77_Pre_AD733591,15.139064,3.8026202,PD1
Pt78_Pre_AD467018,12.468491,4.4677415,PD1
Pt79_Pre_AD733587,14.36501,3.9283772,PD1
Pt82_Pre_AD823914,14.089202,3.7625773,PD1
Pt84_Pre_AD486532,12.528298,4.829849,PD1
Pt85_Pre_AD486329,13.783894,3.8658423,PD1
Pt89_Pre_AE070951,13.794748,4.1101694,PD1
Pt90_Pre_AD467873,15.067039,3.729243,PD1
Pt92_Pre_AE134060,14.622474,4.025875,PD1
Pt94_Pre_AD732850,13.034518,4.783061,PD1
Pt98_Pre_AD733586,12.529684,4.872996,PD1
Pt101_Pre_AD486328,14.619111,4.3123236,PD1
Pt103_Pre_AE134058,14.311468,2.6615317,PD1
Pt106_Pre_AD502250,14.679524,3.615387,PD1
Kim_NatMed_2018-p602-ar-987,13.134535,0.71394753,PD1
Kim_NatMed_2018-p603-ar-988,12.768015,0.7065991,PD1
Kim_NatMed_2018-p604-ar-989,12.990762,0.92262113,PD1
Kim_NatMed_2018-p605-ar-990,13.083285,1.0878191,PD1
Kim_NatMed_2018-p618-ar-991,13.748444,2.6893206,PD1
Kim_NatMed_2018-p619-ar-992,13.752369,1.3398498,PD1
Kim_NatMed_2018-p620-ar-993,13.365128,1.5390743,PD1
Kim_NatMed_2018-p621-ar-994,13.297042,1.4640706,PD1
Kim_NatMed_2018-p622-ar-995,12.837366,2.2666295,PD1
Kim_NatMed_2018-p623-ar-000,13.2318945,1.011597,PD1
Kim_NatMed_2018-p624-ar-996,13.231392,1.849123,PD1
Kim_NatMed_2018-p625-ar-997,13.447668,1.6717807,PD1
Kim_NatMed_2018-p629-ar-998,13.913164,2.3608747,PD1
Kim_NatMed_2018-p630-ar-999,12.081063,0.2367234,PD1
Kim_NatMed_2018-p631-ar-033,12.555412,0.5226407,PD1
Kim_NatMed_2018-p632-ar-001,14.13774,2.0211775,PD1
Kim_NatMed_2018-p634-ar-002,14.195896,1.6536173,PD1
Kim_NatMed_2018-p635-ar-003,15.0855055,2.425972,PD1
Kim_NatMed_2018-p637-ar-004,12.874845,0.69433904,PD1
Kim_NatMed_2018-p638-ar-005,14.497875,2.0601058,PD1
Kim_NatMed_2018-p639-ar-006,16.247217,4.405776,PD1
Kim_NatMed_2018-p640-ar-007,13.061661,1.915134,PD1
Kim_NatMed_2018-p641-ar-008,12.592619,0.58465946,PD1
Kim_NatMed_2018-p642-ar-009,11.824872,-0.035663605,PD1
Kim_NatMed_2018-p643-ar-010,9.490098,12.897799,PD1
Kim_NatMed_2018-p644-ar-011,13.192792,1.2353705,PD1
Kim_NatMed_2018-p645-ar-012,13.364118,1.0643733,PD1
Kim_NatMed_2018-p647-ar-013,12.490911,0.5657215,PD1
Kim_NatMed_2018-p648-ar-014,11.417353,0.45842862,PD1
Kim_NatMed_2018-p649-ar-015,11.893564,0.50447446,PD1
Kim_NatMed_2018-p651-ar-016,12.210621,0.3416053,PD1
Kim_NatMed_2018-p652-ar-019,11.940818,0.22096835,PD1
Kim_NatMed_2018-p654-ar-023,9.555495,13.325783,PD1
Kim_NatMed_2018-p655-ar-018,11.894652,0.30303228,PD1
Kim_NatMed_2018-p656-ar-020,12.647662,0.7523679,PD1
Kim_NatMed_2018-p657-ar-021,13.506331,1.341812,PD1
Kim_NatMed_2018-p659-ar-025,14.7694025,2.2304862,PD1
Kim_NatMed_2018-p660-ar-024,13.213468,1.3569543,PD1
Kim_NatMed_2018-p662-ar-027,13.504726,1.0805416,PD1
Kim_NatMed_2018-p663-ar-028,13.611105,1.428704,PD1
Kim_NatMed_2018-p664-ar-026,13.836798,1.4794701,PD1
Kim_NatMed_2018-p666-ar-029,13.998181,1.9426732,PD1
Kim_NatMed_2018-p667-ar-030,14.021735,1.7899384,PD1
Kim_NatMed_2018-p668-ar-031,13.301458,1.4392334,PD1
Kim_NatMed_2018-p669-ar-032,14.335095,1.6132367,PD1
