,loo_sample,feature,exvar
7416,164,TGFb_pathway,0.0679295545189409
7417,164,TLS,0.00855674298470488
7418,164,TMB,0.11088210233800389
7419,164,Tcell_exclusion,0.04229328042464797
7420,164,Tcell_general,2.484385365708608e-05
7421,164,Treg,0.002142506134325761
7422,164,cDC,0.003099775465271848
7423,164,pDC,0.0017294671079367552
7424,164,Reference,0.04164906293706738
7425,165,Adipocyte,0.0011212661386068579
7426,165,Apoptosis_pathway,0.034258597770138066
7427,165,Bcell,0.0021678408613601263
7428,165,CD4_Tcell,0.00036005491944801626
7429,165,CD8_Tcell,0.16262188919836895
7430,165,CPI_Response,0.06901314049423013
7431,165,CPI_effect,0.00825055062590152
7432,165,Cytokine_chemokine,0.010551228566785253
7433,165,Cytotoxic_Tcell,0.01198976899702675
7434,165,Endothelial,0.02623790786251301
7435,165,Epithelial,0.02382405526817244
7436,165,Erythrocyte,0.010410987808779915
7437,165,Exhausted_Tcell,0.04516479775995763
7438,165,Fibroblast,0.008795999000110855
7439,165,Granulocyte,0.02369562395722813
7440,165,Hepatocyte,0.015903919474064665
7441,165,IFNg_pathway,0.14076811328027816
7442,165,Immune_checkpoint,0.01961349941535806
7443,165,Immune_score,0.045743567066937385
7444,165,Innate_lymphoid_cell,0.00030512402319005094
7445,165,Macrophage,0.025145777589291263
7446,165,Mast,0.001827853994578521
7447,165,Memory_Tcell,0.01593146638919507
7448,165,Mesothelial,0.037375378592128805
7449,165,Monocyte,0.0021723867268846897
7450,165,Myeloid,0.06735566708166019
7451,165,NKcell,0.03195441937814292
7452,165,Naive_Tcell,0.01348060965509501
7453,165,Neutrophil,0.0033444475492565573
7454,165,OS_effect,0.0002617444301695748
7455,165,PLFcell,0.007376809407110274
7456,165,Pancreatic,0.03371483917681617
7457,165,Platelet,0.02459403297326368
7458,165,Pneumocyte,0.03273939035631279
7459,165,Stem,0.018980811201679826
7460,165,Stroma,0.00043717898810646805
7461,165,TGFb_pathway,0.06735206851169007
7462,165,TLS,0.00872594009945138
7463,165,TMB,0.11017742058619096
7464,165,Tcell_exclusion,0.042219700139863425
7465,165,Tcell_general,7.539729396266459e-06
7466,165,Treg,0.002044406706483315
7467,165,cDC,0.0034463051338911033
7468,165,pDC,0.0017390585597064634
7469,165,Reference,0.04100539005324666
7470,166,Adipocyte,0.0011937204001241097
7471,166,Apoptosis_pathway,0.03459142241065194
7472,166,Bcell,0.0024878384207119852
7473,166,CD4_Tcell,0.00039119169790224895
7474,166,CD8_Tcell,0.16433053306859646
7475,166,CPI_Response,0.06851728850392014
7476,166,CPI_effect,0.00830751776250016
7477,166,Cytokine_chemokine,0.010509177343664966
7478,166,Cytotoxic_Tcell,0.011822892201350688
7479,166,Endothelial,0.026282635379903385
7480,166,Epithelial,0.023073946977248405
7481,166,Erythrocyte,0.00986241316044778
7482,166,Exhausted_Tcell,0.04523354377453248
7483,166,Fibroblast,0.008790316967911438
7484,166,Granulocyte,0.02437042573108883
7485,166,Hepatocyte,0.017228696612093364
7486,166,IFNg_pathway,0.14006256552129925
7487,166,Immune_checkpoint,0.019817366315395546
7488,166,Immune_score,0.04554982560739462
7489,166,Innate_lymphoid_cell,0.0004395256644679213
7490,166,Macrophage,0.02574266497303135
7491,166,Mast,0.0019732925474871266
7492,166,Memory_Tcell,0.015435717277253014
7493,166,Mesothelial,0.03783730550072939
7494,166,Monocyte,0.002177291765914968
7495,166,Myeloid,0.06723116360800552
7496,166,NKcell,0.03234899115397549
7497,166,Naive_Tcell,0.013372365601489578
7498,166,Neutrophil,0.0032756660860172593
7499,166,OS_effect,0.0002990948574647101
7500,166,PLFcell,0.008570562244743396
7501,166,Pancreatic,0.033769268906419514
7502,166,Platelet,0.02479338799491493
7503,166,Pneumocyte,0.03130805871120956
7504,166,Stem,0.018002864916783934
7505,166,Stroma,0.00043534273208512
7506,166,TGFb_pathway,0.06739638976072948
7507,166,TLS,0.00847554649236637
7508,166,TMB,0.10903271795503733
7509,166,Tcell_exclusion,0.0423292674595126
7510,166,Tcell_general,5.648806636338044e-06
7511,166,Treg,0.0019960327245102105
7512,166,cDC,0.003510511948161321
7513,166,pDC,0.0015897724341862318
7514,166,Reference,0.04045563394815588
7515,167,Adipocyte,0.0013072928894478641
7516,167,Apoptosis_pathway,0.034906564586169475
7517,167,Bcell,0.002277249579563545
7518,167,CD4_Tcell,0.00028000726197774384
7519,167,CD8_Tcell,0.1628859705849508
7520,167,CPI_Response,0.06855355340213798
7521,167,CPI_effect,0.008154393036990393
7522,167,Cytokine_chemokine,0.011271889044177641
7523,167,Cytotoxic_Tcell,0.011538201776458479
7524,167,Endothelial,0.025582546975432274
7525,167,Epithelial,0.023501191208930128
7526,167,Erythrocyte,0.010594823662533392
7527,167,Exhausted_Tcell,0.045019988564561464
7528,167,Fibroblast,0.00866579658776101
7529,167,Granulocyte,0.024715617764411446
7530,167,Hepatocyte,0.01591880194756734
7531,167,IFNg_pathway,0.14009852209485119
7532,167,Immune_checkpoint,0.018779533099447687
7533,167,Immune_score,0.04633198013717155
7534,167,Innate_lymphoid_cell,0.0005307658412747607
7535,167,Macrophage,0.024832481991800326
7536,167,Mast,0.002099735912273193
7537,167,Memory_Tcell,0.01644468964087653
7538,167,Mesothelial,0.037896214541803475
7539,167,Monocyte,0.0019511889258149173
7540,167,Myeloid,0.06845101937845921
7541,167,NKcell,0.031808669890265096
7542,167,Naive_Tcell,0.013596604265468049
7543,167,Neutrophil,0.0034301511724688094
7544,167,OS_effect,0.00021317620584904162
7545,167,PLFcell,0.006814295454053654
7546,167,Pancreatic,0.03455361861105566
7547,167,Platelet,0.025054465183241614
7548,167,Pneumocyte,0.031696315373080264
7549,167,Stem,0.01896249235123082
7550,167,Stroma,0.000500430014077291
7551,167,TGFb_pathway,0.06816161414062116
7552,167,TLS,0.00831859927504952
7553,167,TMB,0.11177944909412418
7554,167,Tcell_exclusion,0.04219370226622865
7555,167,Tcell_general,5.092159058861512e-07
7556,167,Treg,0.0023070016437976015
7557,167,cDC,0.003414150625307477
7558,167,pDC,0.0018396013511016163
7559,167,Reference,0.040527174160338575
7560,168,Adipocyte,0.002013041325298448
7561,168,Apoptosis_pathway,0.03239005299930453
7562,168,Bcell,0.0021661834346443642
7563,168,CD4_Tcell,0.00047530058181233237
7564,168,CD8_Tcell,0.15563387196757095
7565,168,CPI_Response,0.06818202074222002
7566,168,CPI_effect,0.007744176712927819
7567,168,Cytokine_chemokine,0.011508915293018562
7568,168,Cytotoxic_Tcell,0.011220622251441159
7569,168,Endothelial,0.02601568710101554
7570,168,Epithelial,0.022578178488894207
7571,168,Erythrocyte,0.008720823046197368
7572,168,Exhausted_Tcell,0.045218000605439235
7573,168,Fibroblast,0.007657235844427679
7574,168,Granulocyte,0.02432146433797655
7575,168,Hepatocyte,0.015429877149392923
7576,168,IFNg_pathway,0.1359372237365175
7577,168,Immune_checkpoint,0.018899892159734755
7578,168,Immune_score,0.04358193111519737
7579,168,Innate_lymphoid_cell,0.00021628675344864678
7580,168,Macrophage,0.026385934919690768
7581,168,Mast,0.0022718334431659493
7582,168,Memory_Tcell,0.01634692968931528
7583,168,Mesothelial,0.03811390974135209
7584,168,Monocyte,0.0017623950291068002
7585,168,Myeloid,0.06525107536094388
7586,168,NKcell,0.030422205376152034
7587,168,Naive_Tcell,0.013590395766762242
7588,168,Neutrophil,0.002812027573263043
7589,168,OS_effect,0.0002957923271849072
7590,168,PLFcell,0.006224472464012698
7591,168,Pancreatic,0.031858682266107
7592,168,Platelet,0.02586103144136409
7593,168,Pneumocyte,0.030428398960177794
7594,168,Stem,0.019143295980806108
7595,168,Stroma,0.000503191947082704
7596,168,TGFb_pathway,0.0664426726743379
7597,168,TLS,0.006778017246068191
7598,168,TMB,0.10739451448391613
7599,168,Tcell_exclusion,0.038228938657714595
7600,168,Tcell_general,5.018881634732963e-07
7601,168,Treg,0.0022603774988971814
7602,168,cDC,0.003190572298636729
7603,168,pDC,0.0015831784050949205
7604,168,Reference,0.03993680005744671
7605,169,Adipocyte,0.0011615839146493778
7606,169,Apoptosis_pathway,0.034560524083947386
7607,169,Bcell,0.0022874746537820956
7608,169,CD4_Tcell,0.0003571469045239306
7609,169,CD8_Tcell,0.1651258726906385
7610,169,CPI_Response,0.06959612150304528
7611,169,CPI_effect,0.00826349504762769
7612,169,Cytokine_chemokine,0.011097584451285836
7613,169,Cytotoxic_Tcell,0.012095994693321788
7614,169,Endothelial,0.02656027177191711
7615,169,Epithelial,0.02327224739510292
7616,169,Erythrocyte,0.009590866959927946
7617,169,Exhausted_Tcell,0.04611145241310588
7618,169,Fibroblast,0.008443379952266628
7619,169,Granulocyte,0.024239711826291255
7620,169,Hepatocyte,0.015936200113913834
7621,169,IFNg_pathway,0.14137944765079824
7622,169,Immune_checkpoint,0.019643420416590618
7623,169,Immune_score,0.0453005866322701
7624,169,Innate_lymphoid_cell,0.0003599607448112607
7625,169,Macrophage,0.023729355602410185
7626,169,Mast,0.0019401576720077252
7627,169,Memory_Tcell,0.01545170714338362
7628,169,Mesothelial,0.03812012293782219
