	train_cohort	test_cohort	ROC	PRC	F1	ACC	MCC
0	Allen	Allen	0.9053254437869822	0.8689913872743116	0.761904761904762	0.8717948717948718	0.7184212081070995
1	Allen	Choueiri	0.5641025641025641	0.18593073593073592	0.0	0.8125	0.0
2	Allen	Gide	0.8613636363636363	0.8956823094801686	0.5714285714285715	0.6712328767123288	0.4812265031857878
3	Allen	Hugo	0.5059523809523809	0.5979049678205014	0.3157894736842105	0.5	0.06023386019368342
4	Allen	IMVigor210	0.6247442455242966	0.3942646434313244	0.4114285714285714	0.6543624161073825	0.19308291207175132
5	Allen	IMmotion150	0.6597222222222222	0.4283206060731256	0.14814814814814814	0.7212121212121212	0.16071455235479237
6	Allen	Kim	0.7196969696969697	0.6659907208678725	0.48648648648648657	0.5777777777777777	0.23596995186213474
7	Allen	Liu	0.6356245380635623	0.5462845794911819	0.0909090909090909	0.6261682242990654	0.09903762091867334
8	Allen	MGH	0.5113636363636364	0.34930996591871827	0.0	0.6176470588235294	-0.128564869306645
9	Allen	Miao	0.3666666666666667	0.22559065934065933	0.0	0.7058823529411765	0.0
10	Allen	Riaz	0.5414634146341464	0.19341367393279765	0.10526315789473685	0.6666666666666666	-0.09906649065282938
11	Allen	Rose	0.6318493150684931	0.3796784505440733	0.35555555555555557	0.6741573033707865	0.1739624980173101
12	Allen	SU2CLC1	0.7438322368421052	0.6390486560407286	0.32	0.6666666666666666	0.22213082915965962
13	Allen	SU2CLC2	0.8161764705882353	0.7263076384399914	0.0	0.68	0.0
14	Allen	Snyder	0.42857142857142855	0.2944789804033502	0.0	0.6666666666666666	0.0
15	Allen	Zhao	0.5584415584415585	0.5092587854678067	0.0	0.56	0.0
16	Choueiri	Allen	0.5917159763313609	0.3782142555691641	0.3636363636363637	0.6410256410256411	0.12909944487358055
17	Choueiri	Choueiri	0.8461538461538461	0.37777777777777777	0.4615384615384615	0.5625	0.3721042037676254
18	Choueiri	Gide	0.7007575757575758	0.6728485643949748	0.48275862068965514	0.589041095890411	0.26418148681101056
19	Choueiri	Hugo	0.47023809523809523	0.571035085125354	0.125	0.46153846153846156	-0.0222717701593687
20	Choueiri	IMVigor210	0.3813299232736572	0.17495121442306968	0.0	0.7684563758389261	-0.03155094079464323
21	Choueiri	IMmotion150	0.5982905982905983	0.33451107286754245	0.46994535519125685	0.4121212121212121	0.1289537733331345
22	Choueiri	Kim	0.23989898989898986	0.17304527430765093	0.0	0.7333333333333333	0.0
23	Choueiri	Liu	0.5262379896526239	0.4748446411338722	0.25925925925925924	0.6261682242990654	0.11878298971210537
24	Choueiri	MGH	0.446969696969697	0.3264024627375706	0.14285714285714285	0.6470588235294118	0.07693218186208295
25	Choueiri	Miao	0.4666666666666667	0.24954989454989454	0.47619047619047616	0.35294117647058826	0.1613743060919757
26	Choueiri	Riaz	0.6829268292682926	0.5151747002728432	0.4347826086956522	0.7450980392156863	0.2777503469992803
27	Choueiri	Rose	0.43921232876712335	0.14851444679504125	0.0	0.8089887640449438	-0.04990651285059496
28	Choueiri	SU2CLC1	0.4609375	0.3375016332563278	0.0	0.5882352941176471	-0.15567496226930977
29	Choueiri	SU2CLC2	0.40441176470588236	0.27753872997954465	0.0	0.68	0.0
30	Choueiri	Snyder	0.653061224489796	0.4797662654805512	0.16666666666666666	0.5238095238095238	-0.15811388300841897
31	Choueiri	Zhao	0.18831168831168832	0.2923409685280395	0.3703703703703703	0.32	-0.3424747597107866
32	Gide	Allen	0.7810650887573964	0.7074340618820023	0.631578947368421	0.6410256410256411	0.41576092031015
33	Gide	Choueiri	0.33333333333333326	0.13213453213453213	0.33333333333333337	0.25	0.12403473458920847
34	Gide	Gide	0.9424242424242424	0.9573195255968099	0.8666666666666667	0.8356164383561644	0.6874601437722498
35	Gide	Hugo	0.5535714285714286	0.5912768206528902	0.6666666666666665	0.5384615384615384	0.03289758474798845
36	Gide	IMVigor210	0.6764066496163683	0.43344233633151086	0.40268456375838924	0.40268456375838924	0.1432225063938619
37	Gide	IMmotion150	0.6757478632478633	0.46386693459341605	0.45555555555555555	0.40606060606060607	0.08673608331108885
38	Gide	Kim	0.7954545454545454	0.6404536682787457	0.45283018867924524	0.35555555555555557	0.18835264373920446
39	Gide	Liu	0.6263858093126385	0.48900909156882605	0.6	0.5887850467289719	0.26354626899637823
40	Gide	MGH	0.625	0.5186250528691115	0.5	0.4117647058823529	0.018993429409939658
41	Gide	Miao	0.4166666666666667	0.2391086691086691	0.5	0.4117647058823529	0.23570226039551584
42	Gide	Riaz	0.6926829268292682	0.295555776058872	0.3829787234042553	0.43137254901960786	0.19312264390546882
43	Gide	Rose	0.6147260273972602	0.33277710693002455	0.3142857142857142	0.4606741573033708	0.07740081200988663
44	Gide	SU2CLC1	0.6842105263157894	0.5848671568972167	0.6067415730337078	0.6568627450980392	0.3244428422615251
45	Gide	SU2CLC2	0.5514705882352942	0.35680978894294113	0.4666666666666667	0.36	-0.010555008273018727
46	Gide	Snyder	0.6122448979591836	0.65579332947754	0.6153846153846153	0.7619047619047619	0.4472135954999579
47	Gide	Zhao	0.6103896103896104	0.5782692596622803	0.16666666666666669	0.6	0.23028309323591914
48	Hugo	Allen	0.43491124260355035	0.27619662226469177	0.47826086956521735	0.38461538461538464	0.0
49	Hugo	Choueiri	0.358974358974359	0.14005901505901508	0.26666666666666666	0.3125	-0.09245003270420485
50	Hugo	Gide	0.46136363636363636	0.5192553705878763	0.7058823529411764	0.589041095890411	0.1559849013011475
